Qubit,T1 (us),T2 (us),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),ID error,Single-qubit gate length (ns),RX error,Z-axis rotation (rz) error,√x (sx) error,Pauli-X error,MEASURE error,Operational
129,285.25412587397824,263.5402050302193,0.0064697265625,0.01318359375,0.00244140625,2584.0,0.0002316894094288928,36.0,0.0002316894094288928,0.0,0.0002316894094288928,0.0002316894094288928,0.005859375,Yes
130,322.9729925580698,16.288825214895343,0.50048828125,0.53955078125,0.46142578125,2584.0,1.0,36.0,1.0,0.0,1.0,1.0,0.49365234375,Yes
131,279.98967618888986,146.61124067837443,0.0084228515625,0.013671875,0.003173828125,2584.0,0.0001873473006895519,36.0,0.0001873473006895519,0.0,0.0001873473006895519,0.0001873473006895519,0.071044921875,Yes
132,324.89966353000324,81.8838593956078,0.0052490234375,0.009033203125,0.00146484375,2584.0,0.00014418208609042897,36.0,0.00014418208609042897,0.0,0.00014418208609042897,0.00014418208609042897,0.00537109375,Yes
133,160.23806964504487,152.7744221184696,0.010986328125,0.018798828125,0.003173828125,2584.0,0.00029542237203902,36.0,0.00029542237203902,0.0,0.00029542237203902,0.00029542237203902,0.01025390625,Yes
134,364.08143780293346,111.65375217646947,0.007080078125,0.01220703125,0.001953125,2584.0,0.00010780337777305424,36.0,0.00010780337777305424,0.0,0.00010780337777305424,0.00010780337777305424,0.0052490234375,Yes
135,390.8951416026893,83.04563298869445,0.0390625,0.02880859375,0.04931640625,2584.0,0.00012133436817584302,36.0,0.00012133436817584302,0.0,0.00012133436817584302,0.00012133436817584302,0.036376953125,Yes
136,230.87302268285143,180.71575460659665,0.0054931640625,0.010498046875,0.00048828125,2584.0,0.0003785655236773445,36.0,0.0003785655236773445,0.0,0.0003785655236773445,0.0003785655236773445,0.0050048828125,Yes
137,196.36992435298978,96.62756248828038,0.011962890625,0.0205078125,0.00341796875,2584.0,0.0005754653062167169,36.0,0.0005754653062167169,0.0,0.0005754653062167169,0.0005754653062167169,0.0072021484375,Yes
138,266.8084024695702,219.05714006071307,0.014892578125,0.01708984375,0.0126953125,2584.0,0.00040236594215055735,36.0,0.00040236594215055735,0.0,0.00040236594215055735,0.00040236594215055735,0.0184326171875,Yes
139,161.98493556353057,173.68860975659038,0.004638671875,0.006103515625,0.003173828125,2584.0,0.00022339167656353027,36.0,0.00022339167656353027,0.0,0.00022339167656353027,0.00022339167656353027,0.006103515625,Yes
140,306.8271653030574,50.75667381404241,0.015625,0.026123046875,0.005126953125,2584.0,0.00042814173870484577,36.0,0.00042814173870484577,0.0,0.00042814173870484577,0.00042814173870484577,0.0108642578125,Yes
141,385.42505315538887,246.23235714545854,0.008056640625,0.008056640625,0.008056640625,2584.0,0.00034727320714876726,36.0,0.00034727320714876726,0.0,0.00034727320714876726,0.00034727320714876726,0.008056640625,Yes
142,169.16584725606464,174.6133730047647,0.008056640625,0.006591796875,0.009521484375,2584.0,0.001390457316289552,36.0,0.001390457316289552,0.0,0.001390457316289552,0.001390457316289552,0.0162353515625,Yes
143,97.84453042619556,45.50186994226463,0.0108642578125,0.0146484375,0.007080078125,2584.0,0.00044413046114064985,36.0,0.00044413046114064985,0.0,0.00044413046114064985,0.00044413046114064985,0.0179443359375,Yes
144,93.42368235189616,62.18848941107389,0.0128173828125,0.024658203125,0.0009765625,2584.0,0.000680410861287385,36.0,0.000680410861287385,0.0,0.000680410861287385,0.000680410861287385,0.010009765625,Yes
145,160.91219696652385,161.439205222042,0.3099365234375,0.616455078125,0.00341796875,2584.0,0.000480444514956647,36.0,0.000480444514956647,0.0,0.000480444514956647,0.000480444514956647,0.0111083984375,Yes
146,152.52470916568285,47.744374673772654,0.0045166015625,0.00732421875,0.00146484375,2584.0,0.00039335583388934117,36.0,0.00039335583388934117,0.0,0.00039335583388934117,0.00039335583388934117,0.00537109375,Yes
147,309.0017053937891,153.21048686723793,0.0064697265625,0.0078125,0.005126953125,2584.0,0.0003460780503761673,36.0,0.0003460780503761673,0.0,0.0003460780503761673,0.0003460780503761673,0.005126953125,Yes
148,172.25254756005097,112.7321968644939,0.0118408203125,0.020751953125,0.0029296875,2584.0,0.00018503176147854642,36.0,0.00018503176147854642,0.0,0.00018503176147854642,0.00018503176147854642,0.009521484375,Yes
149,162.1676789060207,98.71335773925657,0.0089111328125,0.011962890625,0.005859375,2584.0,0.00027897742039635935,36.0,0.00027897742039635935,0.0,0.00027897742039635935,0.00027897742039635935,0.4482421875,Yes
150,98.09432001610413,83.3308616058544,0.0250244140625,0.04443359375,0.005615234375,2584.0,0.0003054207831179934,36.0,0.0003054207831179934,0.0,0.0003054207831179934,0.0003054207831179934,0.015625,Yes
151,260.3247348033427,83.48130192274917,0.0103759765625,0.017333984375,0.00341796875,2584.0,0.0003349123848344884,36.0,0.0003349123848344884,0.0,0.0003349123848344884,0.0003349123848344884,0.007080078125,Yes
152,296.07658706209855,222.94941474912446,0.0396728515625,0.035400390625,0.0439453125,2584.0,0.0003035899921090438,36.0,0.0003035899921090438,0.0,0.0003035899921090438,0.0003035899921090438,0.0498046875,Yes
153,178.47284918951044,201.84369455577806,0.004150390625,0.007080078125,0.001220703125,2584.0,0.00032870242895693876,36.0,0.00032870242895693876,0.0,0.00032870242895693876,0.00032870242895693876,0.0057373046875,Yes
154,266.71099229255856,20.66302853362664,0.0062255859375,0.009765625,0.002685546875,2584.0,0.0004662064862400796,36.0,0.0004662064862400796,0.0,0.0004662064862400796,0.0004662064862400796,0.00830078125,Yes
155,373.6486584688559,167.06596829276836,0.0059814453125,0.005615234375,0.00634765625,2584.0,0.00026999999486396865,36.0,0.00026999999486396865,0.0,0.00026999999486396865,0.00026999999486396865,0.0096435546875,Yes
