q,node,k_subsets,mean_score,propagated_error,lower_bound,margin,successful_subsets,total_subsets,success_fraction,T1,T2,Prob meas0 prep1,Prob meas1 prep0,readout_length,id_error,single_qubit_gate_length,x_error,rz_error,sx_error,pauli_x_error,measure_error,operational
3,14,3,0.7058333333333334,0.0263070913549095,0.6563760015861035,-0.010290665080563,0,3,0.0,344.0344439762139,145.84330310377763,0.00927734375,0.000732421875,2584.0,0.0001424142671898,36.0,0.0001424142671898,0.0,0.0001424142671898,0.0001424142671898,0.002685546875,Yes
3,15,3,0.7064333333333334,0.0262913190151341,0.6570056535848812,-0.0096610130817854,0,3,0.0,369.9476664521398,28.44170507884457,0.050537109375,0.003173828125,2584.0,0.0001588628164043,36.0,0.0001588628164043,0.0,0.0001588628164043,0.0001588628164043,0.1275634765625,Yes
3,16,5,0.7022600000000001,0.0204482761131592,0.6638172409072607,-0.0028494257594059,0,5,0.0,142.60713276799677,114.59798490160802,0.01220703125,0.000244140625,2584.0,0.0014413327333897,36.0,0.0014413327333897,0.0,0.0014413327333897,0.0014413327333897,0.007568359375,Yes
3,17,5,0.6989400000000001,0.0205119802066986,0.6603774772114066,-0.00628918945526,0,5,0.0,298.3962077344483,10.112221925087818,0.008544921875,0.002197265625,2584.0,0.0004366098160898,36.0,0.0004366098160898,0.0,0.0004366098160898,0.0004366098160898,0.0045166015625,Yes
3,18,5,0.68424,0.0207795614968169,0.645174424385984,-0.0214922422806825,0,5,0.0,97.74478236585122,97.13475084834096,0.021728515625,0.011962890625,2584.0,0.00041441573038,36.0,0.00041441573038,0.0,0.00041441573038,0.00041441573038,0.0135498046875,Yes
3,19,3,0.7079,0.0262535066440868,0.6585434075091168,-0.0081232591575498,0,3,0.0,127.42874319947634,60.44827697698392,0.008544921875,0.001220703125,2584.0,0.0002545753017174,36.0,0.0002545753017174,0.0,0.0002545753017174,0.0002545753017174,0.007568359375,Yes
3,20,2,0.6879500000000001,0.0327622675497285,0.6263569370065103,-0.0403097296601563,0,2,0.0,150.4366986999471,118.02363039412936,0.015869140625,0.0009765625,2584.0,0.0002542439115119,36.0,0.0002542439115119,0.0,0.0002542439115119,0.0002542439115119,0.0052490234375,Yes
3,21,5,0.6835,0.020794536686351,0.6444062710296601,-0.0222603956370065,0,5,0.0,320.7553223728421,214.97697988475372,0.00537109375,0.001708984375,2584.0,0.0002045685520343,36.0,0.0002045685520343,0.0,0.0002045685520343,0.0002045685520343,0.0050048828125,Yes
3,22,5,0.69394,0.0206062230406253,0.6552003006836243,-0.0114663659830422,0,5,0.0,221.88195702583127,33.38884127012139,0.013671875,0.0029296875,2584.0,0.0002499470716518,36.0,0.0002499470716518,0.0,0.0002499470716518,0.0002499470716518,0.0074462890625,Yes
3,23,6,0.6989666666666667,0.0187262802558922,0.6637612597855892,-0.0029054068810774,0,6,0.0,209.95513075414357,154.46764410113374,0.711669921875,0.020751953125,2584.0,0.0002765155770903,36.0,0.0002765155770903,0.0,0.0002765155770903,0.0002765155770903,0.0306396484375,Yes
